gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaymentMethod,Churn
Female,0,27,77.74,2178.67,One year,DSL,Yes,Bank transfer,No
Male,0,60,84.64,5127.48,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,15,65.84,1128.26,Two year,DSL,No,Credit card,No
Female,0,1,72.87,48.41,Two year,Fiber optic,No,Credit card,Yes
Male,1,16,23.44,704.31,Two year,Fiber optic,Yes,Mailed check,No
Female,0,29,83.9,2941.42,One year,Fiber optic,No,Electronic check,No
Female,0,12,28.14,478.93,Month-to-month,Fiber optic,No,Credit card,No
Male,0,12,63.5,807.6,Two year,DSL,Yes,Credit card,No
Male,0,42,49.27,2194.26,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,20,74.54,1270.59,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,54,33.34,1836.38,Month-to-month,DSL,Yes,Mailed check,No
Male,0,39,89.16,3330.98,Two year,Fiber optic,Yes,Credit card,No
Male,0,14,99.5,1495.0,Month-to-month,DSL,Yes,Mailed check,No
Female,0,51,36.34,1708.07,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,52,30.43,1513.4,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,0,51,34.55,1387.66,One year,Fiber optic,Yes,Bank transfer,No
Female,0,29,107.71,2888.94,One year,DSL,No,Bank transfer,No
Female,0,32,72.82,2401.21,Month-to-month,DSL,Yes,Mailed check,No
Female,1,56,66.73,3563.11,Month-to-month,No,Yes,Bank transfer,No
Female,1,51,30.67,1776.92,One year,Fiber optic,No,Credit card,No
Female,1,8,84.96,488.9,Two year,DSL,Yes,Bank transfer,Yes
Male,0,53,106.8,5751.05,One year,DSL,No,Electronic check,No
Male,0,0,102.82,-152.38,Month-to-month,DSL,No,Mailed check,Yes
Male,0,43,82.61,3629.32,Two year,Fiber optic,No,Mailed check,No
Female,0,8,27.53,-86.72,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,1,31,31.24,877.8,Month-to-month,Fiber optic,Yes,Electronic check,No
Male,0,14,24.93,179.78,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,11,45.75,679.9,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,56,33.57,1972.37,One year,Fiber optic,No,Credit card,No
Male,0,7,46.0,75.48,Month-to-month,DSL,No,Bank transfer,No
Male,0,71,58.51,4113.57,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,26,114.3,2817.34,Month-to-month,No,No,Credit card,Yes
Female,0,61,81.04,5133.49,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,11,103.5,1392.8,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,64,91.04,5538.23,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,41,31.25,1446.59,Month-to-month,No,No,Mailed check,No
Male,1,61,93.59,5544.33,One year,Fiber optic,No,Electronic check,No
Female,1,10,47.51,424.52,One year,DSL,No,Credit card,No
Female,0,42,83.91,3530.67,One year,No,No,Credit card,No
Male,0,16,54.1,1228.92,Month-to-month,Fiber optic,No,Credit card,No
Male,0,31,119.77,3512.1,Two year,DSL,Yes,Bank transfer,No
Female,0,39,46.36,1974.99,Two year,Fiber optic,No,Bank transfer,No
Female,0,22,47.91,819.72,One year,Fiber optic,Yes,Bank transfer,No
Male,1,55,113.07,5970.73,One year,DSL,No,Bank transfer,No
Male,0,5,22.46,117.99,Month-to-month,No,No,Mailed check,Yes
Male,1,49,89.67,4398.18,Two year,Fiber optic,Yes,Mailed check,No
Female,0,36,92.53,2764.62,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,63,103.64,6761.24,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,53,117.44,5796.5,Month-to-month,Fiber optic,Yes,Credit card,No
Male,1,71,117.56,8317.57,Month-to-month,DSL,No,Electronic check,No
Male,0,48,26.53,1538.96,Two year,Fiber optic,No,Bank transfer,No
Female,0,10,102.18,1463.64,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,48,84.63,3989.63,Month-to-month,Fiber optic,No,Credit card,No
Male,0,20,84.73,1408.01,One year,DSL,No,Credit card,Yes
Female,0,65,32.83,2392.06,Month-to-month,DSL,Yes,Electronic check,No
Female,0,62,85.02,5444.27,Month-to-month,DSL,Yes,Credit card,No
Male,0,27,118.25,3094.95,One year,DSL,No,Bank transfer,No
Female,0,16,111.18,1655.73,One year,Fiber optic,No,Mailed check,No
Male,0,5,63.91,176.07,Month-to-month,Fiber optic,Yes,Electronic check,Yes
Male,0,18,23.99,362.9,One year,Fiber optic,Yes,Electronic check,No
Male,0,55,56.23,3155.86,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,27,102.64,2658.08,Month-to-month,DSL,No,Mailed check,Yes
Male,0,65,90.15,5771.83,Month-to-month,DSL,No,Credit card,No
Male,0,37,65.93,2567.67,Month-to-month,DSL,No,Credit card,No
Male,1,36,25.51,621.88,One year,Fiber optic,No,Mailed check,No
Female,0,67,62.69,4125.04,One year,Fiber optic,No,Mailed check,No
Male,0,48,66.9,2876.01,Month-to-month,DSL,No,Bank transfer,No
Male,0,42,112.86,4761.8,Month-to-month,DSL,No,Credit card,No
Female,0,35,84.11,2555.97,One year,Fiber optic,No,Bank transfer,No
Female,0,57,51.17,3094.69,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,12,72.53,607.43,Month-to-month,Fiber optic,No,Credit card,Yes
Male,0,51,26.61,1002.59,Two year,Fiber optic,No,Mailed check,No
Female,0,57,117.26,6611.1,One year,DSL,No,Bank transfer,No
Male,0,31,56.01,2078.53,Two year,No,Yes,Mailed check,No
Male,0,59,67.79,4141.85,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,57,55.53,2780.75,One year,DSL,No,Credit card,Yes
Male,0,55,88.25,4585.12,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,27,86.22,2248.82,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,0,91.53,447.67,Month-to-month,DSL,Yes,Bank transfer,No
Male,1,41,46.81,1731.42,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,47,51.57,2237.61,Month-to-month,DSL,Yes,Mailed check,No
Male,0,39,32.53,1574.16,Month-to-month,DSL,No,Credit card,No
Female,0,62,85.55,5343.08,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,71,23.98,1913.18,One year,DSL,Yes,Mailed check,No
Male,0,3,79.77,93.89,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,37,106.97,3937.56,Month-to-month,No,Yes,Credit card,No
Female,0,26,109.08,3099.21,Month-to-month,DSL,No,Mailed check,Yes
Male,0,8,64.9,490.23,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,15,65.93,1213.56,One year,Fiber optic,Yes,Bank transfer,No
Female,0,55,27.7,1600.95,Month-to-month,Fiber optic,No,Credit card,No
Male,0,30,87.08,2404.47,One year,Fiber optic,Yes,Electronic check,No
Female,1,13,102.13,1324.43,Month-to-month,DSL,No,Mailed check,Yes
Male,0,24,44.47,1263.56,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,33,62.13,2184.17,Two year,Fiber optic,No,Mailed check,Yes
Male,1,66,103.88,6848.03,One year,No,No,Bank transfer,No
Male,0,23,107.71,2098.99,Month-to-month,DSL,No,Bank transfer,No
Male,0,25,44.32,748.8,One year,No,No,Bank transfer,No
Female,0,19,75.06,1109.48,Month-to-month,DSL,No,Credit card,Yes
Male,1,63,39.25,2370.66,One year,No,Yes,Electronic check,No
Female,0,9,30.19,196.29,One year,Fiber optic,No,Credit card,No
Male,0,66,111.11,7038.18,One year,Fiber optic,Yes,Electronic check,No
Male,0,23,102.05,2551.65,Two year,Fiber optic,Yes,Bank transfer,No
Female,1,4,96.0,131.25,Month-to-month,DSL,No,Electronic check,Yes
Male,0,66,24.88,1367.97,One year,DSL,No,Credit card,No
Male,0,57,104.37,5966.74,Month-to-month,DSL,No,Mailed check,Yes
Female,0,26,63.8,1853.58,Month-to-month,DSL,No,Credit card,No
Male,0,14,54.24,1170.33,Month-to-month,DSL,No,Credit card,No
Male,0,34,74.65,2654.61,Month-to-month,Fiber optic,No,Credit card,No
Male,1,52,29.14,1831.25,One year,Fiber optic,Yes,Credit card,No
Male,0,43,95.66,3870.97,Month-to-month,DSL,No,Credit card,No
Female,0,25,78.24,2387.95,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,46,38.66,1406.06,Month-to-month,Fiber optic,No,Electronic check,No
Male,1,33,38.82,1180.29,Month-to-month,No,No,Mailed check,No
Female,0,49,38.42,1994.71,Two year,Fiber optic,No,Credit card,No
Male,0,11,25.7,-38.34,Month-to-month,DSL,No,Credit card,No
Female,1,3,78.78,50.93,One year,Fiber optic,No,Mailed check,No
Male,1,47,104.03,4672.23,One year,Fiber optic,No,Mailed check,No
Male,1,54,21.75,1112.46,One year,DSL,No,Bank transfer,No
Male,1,0,24.9,284.32,Month-to-month,DSL,Yes,Mailed check,Yes
Male,0,65,77.28,5026.57,Two year,DSL,Yes,Mailed check,No
Male,0,29,101.95,2863.94,Month-to-month,DSL,Yes,Mailed check,Yes
Male,0,2,52.67,-471.52,Two year,Fiber optic,No,Bank transfer,No
Female,1,20,54.96,1192.55,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,48,79.63,3980.24,Month-to-month,DSL,No,Bank transfer,No
Female,0,61,47.42,2552.62,Month-to-month,Fiber optic,Yes,Electronic check,No
Male,0,37,22.66,825.03,One year,Fiber optic,No,Mailed check,No
Female,0,14,93.52,1347.88,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,51,82.56,4403.48,Month-to-month,DSL,No,Bank transfer,No
Female,1,45,78.08,3368.65,Month-to-month,DSL,No,Electronic check,No
Male,1,24,94.17,2085.01,Two year,DSL,No,Bank transfer,No
Male,0,20,87.52,1659.1,One year,DSL,Yes,Bank transfer,No
Female,0,4,40.59,419.25,Month-to-month,DSL,Yes,Credit card,No
Male,0,69,55.25,4021.02,One year,Fiber optic,Yes,Electronic check,No
Female,0,46,32.61,1495.79,Month-to-month,Fiber optic,No,Bank transfer,No
Male,1,67,32.99,2414.29,Month-to-month,DSL,Yes,Bank transfer,No
Female,0,17,87.62,1015.8,Two year,DSL,No,Mailed check,No
Female,0,20,105.86,2275.53,Month-to-month,Fiber optic,No,Credit card,No
Male,1,22,116.27,2334.19,Month-to-month,Fiber optic,No,Credit card,No
Female,0,63,82.83,5571.69,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,66,38.41,2322.21,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,0,39,30.57,1021.68,Month-to-month,DSL,No,Mailed check,Yes
Female,0,9,101.29,1024.09,Month-to-month,DSL,No,Mailed check,Yes
Male,0,51,77.88,4103.67,Month-to-month,Fiber optic,Yes,Credit card,Yes
Male,0,71,81.83,5720.66,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,60,98.15,5963.28,Month-to-month,No,No,Bank transfer,Yes
Female,1,63,90.33,5789.87,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,4,103.45,492.42,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,52,25.62,1251.33,One year,DSL,No,Mailed check,No
Female,0,54,94.75,5217.54,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,36,105.09,4064.51,One year,Fiber optic,Yes,Electronic check,No
Male,0,55,48.61,2428.45,One year,DSL,Yes,Mailed check,No
Female,0,58,84.04,4706.31,One year,DSL,Yes,Electronic check,No
Female,0,68,51.42,3502.01,Month-to-month,Fiber optic,No,Mailed check,No
Male,1,58,115.8,6505.16,Month-to-month,Fiber optic,No,Credit card,No
Male,0,1,23.34,-337.34,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,64,77.98,5209.34,One year,DSL,No,Mailed check,No
Male,1,59,36.65,1716.59,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,50,91.22,4480.52,One year,Fiber optic,No,Bank transfer,No
Female,0,29,37.59,1241.9,Two year,Fiber optic,No,Mailed check,No
Female,0,10,43.54,488.74,Month-to-month,Fiber optic,Yes,Mailed check,Yes
Female,0,38,69.44,2561.27,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,71,111.48,7695.59,One year,Fiber optic,No,Mailed check,No
Male,0,62,41.17,2621.31,Month-to-month,DSL,Yes,Credit card,No
Male,0,63,34.42,1970.78,Month-to-month,No,No,Bank transfer,Yes
Male,0,60,95.9,5807.19,Two year,Fiber optic,No,Credit card,No
Female,0,53,70.06,3741.36,Month-to-month,DSL,Yes,Bank transfer,Yes
Female,0,57,111.18,6367.47,Two year,Fiber optic,Yes,Mailed check,No
Male,0,55,34.66,1778.24,One year,Fiber optic,Yes,Bank transfer,No
Male,0,33,84.59,3198.47,One year,DSL,No,Electronic check,No
Female,0,30,43.29,1370.34,Month-to-month,DSL,No,Bank transfer,Yes
Female,1,51,35.68,1763.94,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,0,88.34,52.85,Month-to-month,DSL,No,Electronic check,Yes
Male,0,54,79.37,4131.09,Month-to-month,Fiber optic,No,Credit card,No
Female,0,21,95.48,1927.82,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,39,50.95,2465.43,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,1,0,64.8,-153.48,Month-to-month,DSL,No,Bank transfer,Yes
Male,1,64,60.55,3859.65,Month-to-month,DSL,No,Credit card,No
Female,0,62,118.41,7250.2,One year,Fiber optic,No,Electronic check,No
Female,0,53,49.22,2400.73,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,41,49.48,2112.9,Month-to-month,DSL,No,Credit card,No
Female,1,20,55.45,1116.29,One year,DSL,Yes,Credit card,No
Female,0,21,76.46,1787.87,Two year,Fiber optic,Yes,Bank transfer,No
Female,0,37,45.23,1835.63,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,7,111.53,960.85,Month-to-month,No,Yes,Credit card,No
Male,0,61,46.57,2657.13,Month-to-month,No,No,Bank transfer,Yes
Male,0,46,109.58,5168.87,Two year,Fiber optic,No,Bank transfer,No
Male,0,16,30.35,618.65,One year,Fiber optic,Yes,Mailed check,No
Male,0,16,85.66,1166.35,One year,Fiber optic,Yes,Electronic check,No
Male,0,12,110.7,1264.68,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,0,16,36.87,298.7,Month-to-month,DSL,Yes,Credit card,No
Male,0,37,116.83,4456.63,Month-to-month,DSL,No,Electronic check,Yes
Female,0,44,65.29,3005.76,One year,DSL,No,Credit card,Yes
Female,0,5,114.57,858.92,One year,DSL,No,Credit card,No
Male,0,34,87.68,2935.36,Two year,DSL,No,Bank transfer,No
Male,0,13,50.16,742.37,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,71,38.83,2954.48,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,60,50.37,2871.42,Month-to-month,Fiber optic,No,Credit card,Yes
Male,0,14,29.3,229.01,One year,DSL,No,Bank transfer,No
Female,0,53,34.39,1678.09,One year,DSL,Yes,Mailed check,No
Male,1,26,30.47,722.36,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,12,62.29,573.37,Month-to-month,DSL,Yes,Mailed check,Yes
Male,1,30,99.56,2850.83,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,0,34,34.14,1336.94,Month-to-month,No,No,Credit card,No
Female,0,59,33.03,1929.5,Two year,DSL,Yes,Electronic check,No
Female,0,5,84.34,483.04,Month-to-month,DSL,No,Credit card,No
Male,0,68,39.72,2590.82,One year,Fiber optic,No,Credit card,No
Female,0,57,29.76,1573.05,Month-to-month,No,No,Mailed check,No
Male,0,48,36.68,1817.75,One year,Fiber optic,No,Mailed check,No
Male,0,22,112.37,2497.35,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,0,33,102.15,3526.55,One year,DSL,No,Mailed check,No
Male,0,25,55.41,1645.57,Month-to-month,No,Yes,Bank transfer,No
Female,0,46,85.58,3798.4,Month-to-month,DSL,No,Credit card,Yes
Female,0,4,73.73,467.16,Month-to-month,DSL,No,Mailed check,Yes
Male,0,19,87.71,1450.53,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,5,88.27,856.11,Month-to-month,No,No,Electronic check,Yes
Female,0,69,82.87,5560.77,Month-to-month,DSL,No,Credit card,No
Male,0,58,46.61,2841.51,Two year,DSL,Yes,Credit card,No
Female,0,63,23.9,1288.25,Month-to-month,DSL,Yes,Mailed check,Yes
Male,1,17,65.56,1084.1,One year,DSL,No,Bank transfer,No
Male,1,3,109.1,636.45,Two year,DSL,No,Mailed check,No
Female,0,16,76.95,1067.66,Month-to-month,No,No,Bank transfer,No
Male,0,13,103.24,1782.96,One year,Fiber optic,Yes,Mailed check,No
Female,0,12,119.16,1428.86,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,6,36.36,413.3,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,43,89.18,3915.33,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,14,87.43,1315.43,Two year,Fiber optic,No,Mailed check,No
Female,1,18,118.0,1838.78,Month-to-month,Fiber optic,No,Credit card,No
Male,0,62,118.56,7256.15,Month-to-month,DSL,Yes,Bank transfer,Yes
Male,0,34,88.67,3253.98,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,34,44.36,1439.38,Two year,Fiber optic,Yes,Bank transfer,No
Male,0,18,99.86,1825.25,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,0,19,30.7,273.82,One year,No,No,Credit card,No
Female,0,34,98.07,3226.86,One year,Fiber optic,No,Credit card,No
Male,0,31,111.02,3666.23,One year,Fiber optic,No,Bank transfer,No
Female,0,47,58.28,2482.63,Two year,DSL,No,Mailed check,No
Male,1,43,83.06,3715.0,One year,Fiber optic,No,Mailed check,No
Male,0,23,63.01,1484.79,Month-to-month,DSL,Yes,Credit card,Yes
Male,0,60,63.78,3779.61,Month-to-month,DSL,No,Electronic check,Yes
Female,0,16,51.04,760.66,Month-to-month,DSL,Yes,Mailed check,No
Female,1,70,96.21,6636.49,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,49,113.62,5486.99,Month-to-month,DSL,No,Credit card,No
Female,0,64,114.08,7487.07,Month-to-month,No,No,Mailed check,No
Female,1,31,37.48,1075.47,Month-to-month,DSL,No,Mailed check,No
Female,1,35,107.47,4122.97,Two year,No,Yes,Bank transfer,No
Female,0,12,93.74,1184.79,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,1,69,45.28,3009.07,Two year,DSL,Yes,Bank transfer,No
Female,0,57,26.73,1718.28,Month-to-month,DSL,Yes,Bank transfer,No
Male,0,13,46.8,733.18,One year,Fiber optic,Yes,Credit card,No
Female,0,36,111.22,3673.08,One year,Fiber optic,No,Credit card,No
Female,0,67,83.32,5375.55,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,39,92.11,3569.21,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,58,45.72,2335.04,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,15,91.94,1797.21,Month-to-month,No,No,Credit card,Yes
Female,0,61,22.81,1555.86,Two year,DSL,No,Credit card,No
Female,0,3,57.53,169.92,One year,Fiber optic,No,Mailed check,No
Female,0,44,82.68,3569.38,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,27,34.61,814.54,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,65,102.3,6256.69,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,30,43.5,958.43,Month-to-month,DSL,No,Credit card,Yes
Male,0,2,85.23,550.68,One year,DSL,No,Mailed check,No
Male,1,7,60.52,738.36,Month-to-month,DSL,Yes,Bank transfer,No
Female,0,23,79.6,1715.64,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,14,30.75,612.1,Month-to-month,Fiber optic,Yes,Credit card,No
Male,0,42,21.69,1012.26,Month-to-month,No,Yes,Mailed check,No
Female,0,30,110.96,3453.66,One year,Fiber optic,Yes,Bank transfer,No
Male,0,44,46.96,1781.2,Month-to-month,DSL,No,Electronic check,No
Male,1,65,101.97,6266.41,Two year,Fiber optic,No,Credit card,No
Male,0,7,119.94,1076.1,Two year,Fiber optic,No,Electronic check,No
Male,0,70,41.14,2483.94,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,0,56,46.52,2575.48,Month-to-month,DSL,No,Credit card,No
Female,0,29,86.29,2428.87,One year,DSL,No,Bank transfer,No
Male,0,17,116.54,1889.15,Two year,No,Yes,Mailed check,No
Female,0,68,111.58,7650.33,One year,Fiber optic,No,Bank transfer,No
Female,0,38,70.29,2535.5,Month-to-month,DSL,Yes,Mailed check,Yes
Male,0,59,99.51,5950.24,Two year,Fiber optic,Yes,Bank transfer,No
Male,0,42,33.57,1438.17,Month-to-month,No,No,Electronic check,No
Female,1,44,117.74,5600.31,One year,DSL,No,Electronic check,Yes
Male,0,22,116.44,2284.6,Two year,Fiber optic,Yes,Credit card,No
Male,0,68,36.37,2479.01,Month-to-month,No,Yes,Electronic check,No
Female,0,5,49.94,335.97,Two year,DSL,Yes,Electronic check,Yes
Female,0,55,30.02,1599.82,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,1,3,47.17,-125.91,Two year,Fiber optic,Yes,Electronic check,No
Female,0,22,101.6,2486.62,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,5,57.83,356.54,Two year,DSL,No,Mailed check,No
Male,1,31,28.84,640.66,Month-to-month,DSL,No,Mailed check,No
Male,0,17,54.22,1009.47,One year,Fiber optic,No,Bank transfer,No
Female,1,14,118.14,1994.27,Month-to-month,DSL,No,Mailed check,No
Female,0,39,82.97,3228.57,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,5,61.62,307.66,Month-to-month,DSL,Yes,Mailed check,No
Female,0,62,36.65,2585.9,One year,DSL,No,Bank transfer,No
Female,0,66,118.62,7634.84,Month-to-month,No,Yes,Credit card,No
Male,1,10,102.08,1366.31,Month-to-month,Fiber optic,Yes,Credit card,Yes
Male,0,42,48.15,2216.88,Month-to-month,No,Yes,Bank transfer,Yes
Male,0,16,27.01,247.32,Two year,DSL,No,Credit card,No
Male,0,3,25.66,-56.67,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,62,32.04,1881.52,Month-to-month,DSL,No,Mailed check,No
Male,0,67,78.08,4864.65,Month-to-month,Fiber optic,No,Bank transfer,No
Female,1,40,112.88,4567.29,Month-to-month,Fiber optic,No,Credit card,No
Male,0,4,69.67,102.89,Month-to-month,DSL,No,Credit card,Yes
Female,0,31,104.29,3292.3,Month-to-month,No,Yes,Electronic check,No
Female,0,69,64.59,4198.52,Two year,DSL,Yes,Mailed check,No
Male,0,34,90.86,3273.84,One year,Fiber optic,Yes,Electronic check,No
Male,0,21,93.19,2104.52,Month-to-month,No,Yes,Bank transfer,No
Male,0,64,37.4,2252.42,Month-to-month,Fiber optic,Yes,Credit card,Yes
Male,1,21,56.12,1250.45,One year,No,Yes,Credit card,No
Female,0,10,83.73,853.88,Month-to-month,DSL,No,Credit card,Yes
Male,0,2,27.07,350.6,One year,DSL,No,Electronic check,No
Male,0,8,56.15,242.7,Month-to-month,DSL,No,Electronic check,Yes
Female,1,59,73.48,4304.86,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,13,119.62,1426.92,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,17,67.45,1155.61,Two year,DSL,No,Mailed check,Yes
Male,0,22,101.61,2342.07,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,46,63.21,2777.3,Month-to-month,DSL,Yes,Credit card,No
Male,0,68,99.64,6702.7,Month-to-month,DSL,Yes,Electronic check,No
Female,0,46,79.54,3852.05,One year,Fiber optic,No,Bank transfer,No
Male,0,29,108.66,3422.6,Two year,Fiber optic,No,Mailed check,No
Male,0,24,61.09,1564.86,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,1,27,80.43,2144.02,Month-to-month,DSL,Yes,Credit card,No
Male,1,24,83.0,1945.38,Two year,Fiber optic,No,Mailed check,No
Male,0,57,61.74,3628.81,Month-to-month,DSL,Yes,Electronic check,No
Female,0,40,34.43,1422.75,Month-to-month,DSL,No,Mailed check,Yes
Male,0,24,29.36,374.84,Month-to-month,Fiber optic,Yes,Credit card,No
Female,0,47,21.67,1132.97,One year,Fiber optic,No,Mailed check,No
Female,0,9,107.35,794.04,Month-to-month,DSL,Yes,Credit card,No
Male,0,10,43.65,153.11,One year,DSL,No,Mailed check,Yes
Male,0,20,41.15,489.33,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,1,44,93.6,4075.18,Month-to-month,DSL,No,Electronic check,Yes
Male,0,6,52.0,108.7,One year,Fiber optic,No,Credit card,Yes
Female,0,63,70.6,3982.53,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,63,36.25,2212.06,Month-to-month,DSL,No,Credit card,No
Male,0,1,115.97,17.86,One year,Fiber optic,No,Mailed check,No
Male,0,41,105.16,4281.58,Two year,Fiber optic,No,Credit card,No
Male,0,53,106.38,5512.36,Two year,DSL,No,Credit card,No
Male,0,15,60.68,1276.07,Two year,Fiber optic,No,Electronic check,No
Male,0,17,96.24,1739.55,Two year,DSL,No,Bank transfer,No
Female,0,58,34.39,1894.7,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,0,15,20.86,300.17,Month-to-month,DSL,No,Electronic check,No
Male,1,5,22.0,392.93,One year,Fiber optic,No,Credit card,No
Male,1,56,78.66,4596.28,Month-to-month,DSL,No,Electronic check,No
Male,1,46,65.54,2735.6,One year,DSL,No,Credit card,No
Female,0,47,71.8,3179.74,One year,Fiber optic,No,Mailed check,No
Male,0,41,20.75,694.38,Month-to-month,DSL,No,Credit card,Yes
Female,1,59,62.27,3585.99,Two year,DSL,No,Electronic check,No
Male,0,3,91.81,156.35,Month-to-month,DSL,No,Electronic check,Yes
Male,0,1,64.27,71.07,Month-to-month,DSL,No,Credit card,No
Male,0,58,93.22,5553.9,Two year,No,No,Bank transfer,No
Male,0,26,43.3,1306.33,Month-to-month,Fiber optic,No,Electronic check,No
Female,1,26,101.31,2568.7,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,71,78.84,5270.7,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,6,41.08,38.4,One year,Fiber optic,No,Bank transfer,No
Male,0,62,43.67,2603.59,One year,No,Yes,Bank transfer,No
Female,0,45,82.8,3476.99,One year,DSL,No,Electronic check,No
Female,1,62,102.99,6613.55,One year,Fiber optic,No,Electronic check,No
Female,0,11,61.56,441.25,Month-to-month,Fiber optic,Yes,Bank transfer,Yes
Female,0,12,45.83,673.37,Two year,Fiber optic,Yes,Electronic check,No
Male,1,42,106.7,4145.02,Two year,Fiber optic,No,Bank transfer,No
Female,0,16,86.93,1522.32,Month-to-month,DSL,No,Bank transfer,No
Male,0,62,64.81,3990.37,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,35,68.79,2710.16,Two year,Fiber optic,No,Credit card,No
Female,0,7,40.43,56.7,Two year,No,No,Mailed check,No
Female,0,68,82.68,5509.42,Two year,DSL,No,Electronic check,No
Female,0,35,55.87,1881.36,Two year,Fiber optic,Yes,Electronic check,No
Female,0,27,119.56,3197.62,Month-to-month,No,No,Bank transfer,No
Male,0,46,68.02,3059.72,One year,Fiber optic,Yes,Credit card,No
Male,1,29,68.59,1923.77,Month-to-month,Fiber optic,No,Credit card,No
Female,0,22,76.59,1616.37,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,15,111.68,1260.96,One year,DSL,No,Bank transfer,No
Male,0,13,100.08,1499.71,Month-to-month,Fiber optic,No,Electronic check,Yes
